,Ticker,MA20,MACD,Signal_Line,Volume
0,SHW,0.054830054524107164,0.4345894434185977,0.36173569158156205,0.04637652659904781
1,SHW,0.0529829865859166,0.44097077698840687,0.36130207441595974,0.055302214862347335
2,SHW,0.051526505288320035,0.4526756576272418,0.36395301972719607,0.06730128337818257
3,SHW,0.04925737086593829,0.4601354913774709,0.3679843790456333,0.12847081349617057
4,SHW,0.048167155590778554,0.4665258010254695,0.3728461444260561,0.0
5,SHW,0.04739456195805314,0.4725906629902725,0.3782888814121108,0.0
6,SHW,0.046457435904651234,0.47850703147708473,0.384158363723201,0.0
7,SHW,0.0455131579610808,0.4840640337805406,0.3902772018875268,0.0
8,SHW,0.04502814087146034,0.49589050086742287,0.39820125202811507,0.0
9,SHW,0.04489937628479379,0.5066700547100682,0.4073013376699392,0.09600910784516663
10,SHW,0.04522415418363068,0.5152480157543698,0.4167783825838909,0.1126159180293935
11,SHW,0.045640497758492105,0.5269787572123088,0.4273644809986502,0.0717346305112813
12,SHW,0.04639878219675109,0.5409580553000528,0.4394137196593039,0.030878182570896293
13,SHW,0.04711700644435268,0.551301002045477,0.4517021328664186,0.05657317325605464
14,SHW,0.047122728480435416,0.5448630489127528,0.4598839831181262,0.052656799834402815
15,SHW,0.04698251563001943,0.5374090331804371,0.46452035035334344,0.14111571103291243
16,SHW,0.047154202909903686,0.5329315943689283,0.46708268824547966,0.0
17,SHW,0.04714847790478216,0.5200669599014764,0.46583768484969235,0.0
18,SHW,0.04725291820565558,0.5116650665857605,0.4626897999737999,0.07311167460153177
19,SHW,0.04626571285333547,0.4909048792765075,0.4548544194782495,0.07740840405713102
20,SHW,0.04496661435668847,0.47290323902540005,0.4439755580277982,0.05043210515421238
21,SHW,0.04388355271819022,0.4623311382672249,0.4325647559564806,0.09745497826536949
22,SHW,0.04232692068197719,0.450822613349656,0.4204885656316491,0.07009728834609812
23,SHW,0.04079032092420931,0.44052620449860336,0.4081905103191173,0.06869333471330986
24,SHW,0.039494084056876044,0.43814526983639085,0.397742264131664,0.1297127923825295
25,SHW,0.038097694180485586,0.4356127646842113,0.3887350452044357,0.0
26,SHW,0.03627208610438459,0.4264345979513309,0.3791785697496319,0.0
27,SHW,0.03497298568659479,0.43152907987427114,0.37283818157353954,0.0
28,SHW,0.03492577168462674,0.46920050730484253,0.3774142287962867,0.0
29,SHW,0.03345355203707512,0.47138314148050475,0.38163408004517674,0.0
30,SHW,0.032585099498432246,0.48597844140205343,0.3887480905741555,0.08111208859449388
31,SHW,0.031330348833556565,0.49485504667866437,0.39671276377626236,0.054928586214034354
32,SHW,0.029905345633063796,0.5034815868173377,0.4052939207538959,0.0509314841647692
33,SHW,0.028583354975150854,0.5121650888091761,0.41438285374885653,0.03745394328296419
34,SHW,0.028265733332716092,0.5254184120453016,0.4250484243241243,0.06700786586628027
35,SHW,0.028217089127363648,0.539115840369203,0.4370890485901411,0.0501179879942041
36,SHW,0.02797672711017518,0.5472688067700432,0.4488096753194748,0.10863227075139723
37,SHW,0.02820278202868942,0.553677447737932,0.4598275496227959,0.0
38,SHW,0.02862341621370401,0.5639729957342701,0.47127873163711204,0.073941212999379
39,SHW,0.029765138196777174,0.5720163036361418,0.48249971897072275,0.0624353135996688
40,SHW,0.03087681176218271,0.575042485860366,0.49225157075452536,0.05304388325398468
41,SHW,0.031818228425738004,0.5762984119144854,0.5003747183546141,0.03733181535913889
42,SHW,0.03306081476460032,0.5789188276691631,0.5075443739629127,0.04949389360380873
43,SHW,0.03434846936373104,0.5791542341254793,0.5133403904497577,0.05114313806665286
44,SHW,0.03539289856986616,0.5784694855091631,0.5178018267002913,0.10428327468433037
45,SHW,0.036526034617101244,0.5774813558256419,0.5211178971912552,0.0
46,SHW,0.03785947249086763,0.5719938169801124,0.5223652921604843,0.0
47,SHW,0.039046976176732695,0.5753357856367556,0.5242191488695582,0.0
48,SHW,0.038230030869950804,0.5689922395980422,0.5240775333468841,0.0
49,SHW,0.03857912868834723,0.5594056109383301,0.5215089258699684,0.04510660318774581
50,SHW,0.038739369450975,0.5599136049318962,0.5195841466596945,0.03954046781204719
51,SHW,0.039019790785573605,0.5593690003885285,0.5179048398730732,0.03783326433450631
52,SHW,0.03928161196625424,0.559498563443917,0.5165945779676455,0.05596253363692817
53,SHW,0.039255859922167735,0.5550039087113359,0.514395203227602,0.03931277168288139
54,SHW,0.03912709533550118,0.555337044390827,0.5127210257192921,0.03844959635686193
55,SHW,0.03856625266630376,0.5497322568467607,0.5099461927025438,0.09510815566135375
56,SHW,0.03819140193057424,0.5464460791156427,0.506884674655872,0.0
57,SHW,0.03804832814944148,0.5486430433124895,0.5049981438759061,0.06252949699855102
58,SHW,0.03778507484423366,0.5532378189217405,0.504665727298385,0.0374968950527841
59,SHW,0.03724140020442768,0.5512007364531324,0.5038780590825399,0.031633719726764646
60,SHW,0.03640585596627299,0.5405958937204739,0.5005318257663215,0.02711498654522873
61,SHW,0.03575916878388674,0.5354280640155571,0.49653126118558166,0.025831608362657833
62,SHW,0.035486615401720156,0.5411346795189645,0.49479238057766867,0.03844235148002484
63,SHW,0.035163269627410454,0.5431796258620775,0.49392502513063674,0.07965017594700889
64,SHW,0.034991581998227606,0.547424900821955,0.4943184351606032,0.0
65,SHW,0.03453947216119957,0.5449167803446722,0.49399078657902595,0.0
66,SHW,0.03435633906265645,0.5441116720760385,0.49352246441476405,0.0
67,SHW,0.03392998231761091,0.5464645630668715,0.49375042611157227,0.0
68,SHW,0.03393284377227568,0.5484552222428257,0.49444264054856724,0.05403850134547712
69,SHW,0.03390422747913502,0.5449883713997554,0.49410848669876867,0.04106861933347133
70,SHW,0.0336266660273572,0.5453629287572899,0.493937094769804,0.03862295590974953
71,SHW,0.033329076663367374,0.5444699076378742,0.49357126180084276,0.04929465949078865
72,SHW,0.03306725548268674,0.5452279605435104,0.49347274696534693,0.0479093355412958
73,SHW,0.033220339988912606,0.5498756697676384,0.4945843004330744,0.10226661146760505
74,SHW,0.03315452775416916,0.5529523060843584,0.4962615273617451,0.15956220244255848
75,SHW,0.03338344273015337,0.5555531144584778,0.4982694246157036,0.0
76,SHW,0.033789769292545735,0.5622586272636985,0.5015931497736236,0.0
77,SHW,0.03348359469131501,0.5575286831469075,0.50304070266841,0.0
78,SHW,0.031964162962938136,0.5317766905271142,0.49760317760416534,0.0
79,SHW,0.03194842269184073,0.5369678015093793,0.4945826982514826,0.2730030014489753
80,SHW,0.031916946515879285,0.5318663776136718,0.49085974461240817,0.051200062098944316
81,SHW,0.03156212456560814,0.5244954492307236,0.4859935489605448,0.044619126474849925
82,SHW,0.030669352107405512,0.5175962386454985,0.48033357545687333,0.0614546677706479
83,SHW,0.029702183399763715,0.5085112168273359,0.47347875249722116,0.06451355826950941
84,SHW,0.028549016121979465,0.5006267177151411,0.4659755263112343,0.11986493479610846
85,SHW,0.0280196470090035,0.5019089689868922,0.46030135391652766,0.18651314427654728
86,SHW,0.027424464438738916,0.5032173596547105,0.4560971193435003,0.0
87,SHW,0.026597504040630326,0.5029509002415607,0.4526654864413246,0.0
88,SHW,0.025756235670600924,0.5030925594867108,0.44995646170408865,0.07409594286897123
89,SHW,0.024886355373664237,0.4981087285299556,0.4465127895103445,0.06444680190436762
90,SHW,0.02391918666602244,0.4958388735359211,0.44317649940032233,0.04552059614986545
91,SHW,0.02305931814207507,0.4956333334674401,0.44045482465311364,0.033016973711446906
92,SHW,0.022404046944993317,0.5016718054206974,0.43982405056109264,0.10548540674808528
93,SHW,0.021466922288785995,0.5051873544761537,0.4402198292106795,0.074062305940799
94,SHW,0.020494025083036105,0.5071544743828014,0.4410402683623793,0.1402339060235976
95,SHW,0.019469624313060985,0.5083543568998794,0.44200393205783006,0.0
96,SHW,0.018327903901831588,0.5121002599331564,0.44373425890327667,0.0
97,SHW,0.01758392568900069,0.5137593708885579,0.44554344975340826,0.0
98,SHW,0.016738365311623316,0.4914338744435094,0.44127282486684793,0.10609138894638791
99,SHW,0.015035800659352727,0.4822383913317832,0.4355011895957984,0.12551956116746013
100,SHW,0.01360221344416468,0.47199133091098555,0.42825941738306933,0.06171289588077002
101,SHW,0.012265914639681297,0.46326139374748954,0.4202300992833173,0.07404936866073276
102,SHW,0.010920743649103892,0.45581376684878877,0.4118991681372527,0.06138842889670875
103,SHW,0.009833390003257891,0.45227707110261856,0.40432860923384545,0.07025564065410887
104,SHW,0.008665915976098004,0.4477414499420734,0.39711050462633646,0.15294918236389982
105,SHW,0.007046332635858077,0.443001778626109,0.390122102390981,0.0
106,SHW,0.005638496940808091,0.44459496515979047,0.38493942549798155,0.0
107,SHW,0.004508222348238222,0.4508975003047736,0.3824074812159185,0.0
108,SHW,0.003397978636918042,0.45718876145626824,0.38199323554182607,0.0
109,SHW,0.0022934566123826716,0.457663157959285,0.38178334082754545,0.0
110,SHW,0.001652489195637985,0.4696131041269907,0.38467602996934147,0.0
111,SHW,0.0009128047366480097,0.47882794281759994,0.3893502739706625,0.0
112,SHW,0.0016367506710337487,0.5223786570962317,0.40424382235574446,0.0
113,SHW,0.0005808732011491902,0.5186400163292871,0.4152011251770794,0.1502799627406334
114,SHW,0.0001316270892270932,0.5271796258847892,0.426154121300429,0.10500983233285033
115,SHW,0.0,0.5397979170632418,0.4381482987808143,0.13002173463051128
116,SHW,0.0005726346428334139,0.5665379453212538,0.4545922625678967,0.14246739805423306
117,SHW,0.0009217319372818444,0.581019333998989,0.4714563883255019,0.06255899399710205
118,SHW,0.0022050945290648105,0.587084659349375,0.48650113229502484,0.06048540674808528
119,SHW,0.003301032189606312,0.5952086873143205,0.5006176431120113,0.11494514593251914
120,SHW,0.004580101376846946,0.600989780384744,0.5133914979213916,0.0
121,SHW,0.005942155194455401,0.6050449828729952,0.5246491950384005,0.0
122,SHW,0.00780811128331349,0.6163062834471497,0.5365395826174655,0.0
123,SHW,0.009293205031765561,0.6178076675669386,0.5464364252592888,0.0
124,SHW,0.01036339064822056,0.6068454919704108,0.5515462809935963,0.0
125,SHW,0.012778458035958007,0.6227685815157101,0.5597123668894043,0.09374094390395363
126,SHW,0.015196387576957848,0.6385604646056758,0.5702898324850534,0.08863744566342371
127,SHW,0.017076362069143203,0.6427724689003448,0.5798305781089872,0.058732146553508585
128,SHW,0.01890483369570095,0.6441856954874593,0.5878251283923032,0.05315048644173049
129,SHW,0.02113104542486477,0.6468434403068108,0.5949014668194362,0.04570585800041399
130,SHW,0.02311403141173396,0.6533726496104272,0.6022347902887824,0.07164562202442558
131,SHW,0.02571223364450792,0.6688312376107449,0.6120606828316117,0.11926050507141378
132,SHW,0.026376091126726786,0.6755394551865362,0.621639496963004,0.0
133,SHW,0.029065859210174905,0.6826323067890556,0.6311191603397338,0.0
134,SHW,0.031263455694093834,0.6877213858884595,0.6400062994646213,0.0
135,SHW,0.033512559235225,0.6968603649709328,0.6494566743867012,0.0
136,SHW,0.03440212687817512,0.6912738234231008,0.6555861564554601,0.0855682053405092
137,SHW,0.03535642393000682,0.6803307437113514,0.6576870145448775,0.06286741875388117
138,SHW,0.03648097788368898,0.6688276426694441,0.6564215415047244,0.05249120264955495
139,SHW,0.03759694345644227,0.662080005725545,0.6536809669373811,0.0391280273235355
140,SHW,0.038732942704835294,0.6558572529447787,0.6498947438081496,0.0493598633823225
141,SHW,0.03995764634923793,0.6516970036789693,0.6458002475890806,0.051279238252949694
142,SHW,0.041010661316561725,0.6524779784787202,0.6427246728796728,0.11124715379838541
143,SHW,0.04238702101029901,0.651970422394867,0.640134218497763,0.0
144,SHW,0.0441325083557873,0.6465958635308436,0.6366853298569104,0.0
145,SHW,0.0448965162273236,0.6463665314448214,0.6338674827039652,0.05862295590974953
146,SHW,0.045408714691168583,0.6440834362464322,0.631028461562394,0.051307700269095424
147,SHW,0.046297911204286946,0.6417830819997544,0.6281680808645707,0.05158921548333678
148,SHW,0.04713917520808297,0.6371247988704316,0.6246867027951268,0.04107689919271372
149,SHW,0.04785453887426683,0.6325307059372919,0.6207249671392518,0.04536638377147588
150,SHW,0.04808202836239839,0.6235614078919386,0.6152583734823702,0.053213620368453736
151,SHW,0.047458228975044925,0.6098030163615682,0.6073613169326715,0.11447733388532394
152,SHW,0.04710340859661799,0.5997953710166769,0.5984805263797462,0.0
153,SHW,0.04659693112095975,0.5915526248532121,0.5892647723430255,0.0
154,SHW,0.04604467037066584,0.5847280348423376,0.5801442638574356,0.0
155,SHW,0.045312137976493805,0.5820190112172015,0.5721540254063969,0.0
156,SHW,0.04471409499946022,0.5712097014181332,0.5629933680587493,0.0
157,SHW,0.04456386600982154,0.5667034644645805,0.5545107105413231,0.0702245911819499
158,SHW,0.044334948763396165,0.559928721088701,0.5459894459275062,0.059363485820741045
159,SHW,0.04378554999171502,0.5515708667026537,0.5370318312714747,0.061569033326433445
160,SHW,0.04294428162168562,0.5393754133030421,0.5267422556355107,0.05868608983647278
161,SHW,0.04142198564425459,0.5179319946906101,0.513018534205259,0.06902556406541088
162,SHW,0.03997265815796891,0.5081890591549761,0.49954420888533624,0.05915907679569447
163,SHW,0.03834449097768311,0.49742223950642445,0.48600716456553256,0.13440229766093975
164,SHW,0.03689945637199177,0.4895171971338399,0.47315289977787445,0.0
165,SHW,0.03521119899304481,0.4841199867621945,0.46148716133729145,0.0
166,SHW,0.03357730995132502,0.4807491087032117,0.4512912256120192,0.0
167,SHW,0.03224745064238288,0.48567710869785924,0.4443966300812208,0.0
168,SHW,0.031174406714951308,0.4937144785371414,0.4409394745297519,0.0
169,SHW,0.030107084125005068,0.5008184638425288,0.4399932137099171,0.0
170,SHW,0.030185772381791987,0.5259581705382868,0.4456749545471552,0.0
171,SHW,0.029201431278525813,0.5182902693404792,0.4482564541792079,0.14598219830262885
172,SHW,0.028497570541332617,0.5198347749944582,0.4507172306955507,0.09131339267232456
